Review,Label
 room was dated chair was damaged desk had ring marks from glasses carpet was tired with the exception of the concierge and check in staff the staff were surly unhelpful and when i said my milk tasted off with my tea they did not offer any replacement or money back ,0
 a fost cea mai groaznica experien a avuta la un hotel ,0
 poor accommodation and service ,0
 the hotel location lobby room staff were faultless,1
 broken heater in the room hotel fully booked they offered us breakfast to apologies maid service badly organised we ve request to clean our room few hours after check in but no one did our bed was so dirty on the metres cover during breakfast too many people standing around waiting for the table chaos slow service ,0
 reception desk was always helping,1
 reception told me my debit card had been declined with booking com and wanted a credit card instead i refused so they took payment on my debit card which has ample funds that was very disgusting of them for me to be told my card was declined when it was fine room service was appaulingly slow also the room was very small for a double ,0
 room too small,0
 i was sold a superior room with glass partition between the bathroom and bedroom and i didn t get that i wasn t even sure if they gave me the right room can you check for me ,0
 rooms very small even upgraded superior beds uncomfortable breakfast like a six nations rolling maul self service area poorly positioned ,0
 location service cleanliness,1
 the location for the o2 is outstanding the hotel has a real wow factor and the staff are very professional and accommodating the room wonderful service and breakfast were a real treat it made our stay in london very special ,1
 the towels were old and not having a fresh feeling toilets are so small and congested even though the room was clean but didn t give a fresh feeling the breakfast was not up to the standard ,0
 comfy bed room was clean,1
 character and style of the hotel was really nice ,1
 this hotel is supposed to be a 4 accommodation however given our experience it can be said it s no more than 2 we booked a deluxe twin room with 2 twin beds when we arrived there we got a twin room with one bed we told the front desk about this they reacted very customer unfriendly and told us there was no such thing like a twin room with two twin beds they also said that this was not their responsibility and that we should have booked from their own site and not with booking com because the information on their own site is supposedly correct we were very upset about their reaction and wanted to cancel the booking but the booking was already paid for and they said that we were free to go but they would not give our money back first they offered us to look for a room type we wanted in one of their other park hotels when we asked them to do this they took a step back and said that they would charge us extra for this so we had to accept the room anyhow they also said that they were fully booked and there was no other room available however on every online hotel site there was the possibility to book an room on the same day more interestingly we made the booking in euros and were charged more than 20 euros more than our initial booking without any explanation when we were settled in the room it seemed to us the room was very cold and that the heater did not work the heater was blowing cold air even that we set it on maximum heat temperature remarkably we discovered an electrical heating unit in the closet when we called the reception that the heater did not work they first said it was working ok and that we would have to wait to heat up that did not happen the room was only getting colder because the blower just blew cold air mid januari in london that is not nice we called again and finally somebody came and said there was indeed a malfunction however they told us not being able to repair it until next day ,0
 we will be back ,1
 location,1
 nothing all bad,0
 the older stye and ambiance the efficient staff ,1
 for one was so close to the o2 room very comfy people were very welcoming the views were lovely especially from the bar at the top ,1
 bathroom was small sink was blocked and the fan didn t work breakfast room was cramped very small without much room at all food was okay but you had to serve yourself and wait for some as it wasn t always ready on the plates so other food got cold on your plate too many people with just one person giving help had to ask three times for some tea three times for a glass to put some juice in and it felt as if you were a problem in all it wasn t worth the money a small over crowded place without room to swing a cat i won t go there again ,0
 the staff was extra polite the acomodations were very comfortable and exceeded our expectations very clean hotel with a bar at the upper floor ,1
 everything,1
 being upgraded to a suite because it was my birthday with a complimentary bottle of wine fantastic breakfast ,1
 the bar and terrace were booked out most evenings for functions and could not be accessed by guests this is the reason i didnt rate facilities better gym could do with additional weight equipmemt,0
 the lighting in the room and bathroom were terrible not enough light to shave or do make up not even enough light to read in bed ,0
 bath didn t run away and i reported it and they didn t mend it so had cold water in the bath the following morning dressing cupboard couldn t open door and see the mirror as door to room fire hinge got in the way no air and window into well so heard all the air conditioning plants for all the other rooms terrible left at 5 00 in the morning as it was so bad ,0
 becareful with this hotel i have stayed there between 29th sep til 2 st october i was with my wife my 5 years old daughter was in turkey so she had high fever then we need to return 1 day ago i have spoken with booking com they have spoken with hotel and they said it need to be 24 in advance then nothing to do my daugter is more important then money so at14 10 i went to loby on 1st of octeber to check out so they said you need to speek with booking com to cancel your stay i call them and they again call hotel and they said this time it is 14 15 so you are 15 minutes late so we charge you full still my daugter is much more important then this hotel payment another issue hotel price was 450 gbp and they authorise 520 gbp which is normal but when i check out they take my credit card and take 450 gbp it looks normal but still my 520 gbp authorisation is not released i talk with hotel and they said it is normal this means i pay 450 gbp and also they authorise 520 gbp i am stil waiting for cancelation ,0
 location,1
 greeted by excellent members of staff both at the front desk and in the restaurant free wifi cleanliness excellent room had really comfy beds tea making facilities and mini fridge the restaurant belgo has a great selection of beers ales wines and cocktails really enjoyed our stay we stayed in a 2 double bed room which had been refurbished nearest tube is russell square you also have kings cross and holborn within 20 minute walk,1
 room was too small they even put a desk and chair in there but not even a child could sit on the chair as there was no space between the desk and the bed ,0
 room was tiny bathroom door couldn t open fully because room was too small for bed sofa bed in there you couldn t think of opening up no room to walk no window load of rubbish executive room in the basement with no window avoid this hotel ,0
 the staff were horrible the room was dirty including the bathroom i complained but i was downgraded to a smaller room no refund ,0
 the room was tiny extremely small and not well laid out at all there was no fridge for us to keep anything in and we only had water on the first night not worth 411 for 3 nights at all and definitely not 4 ,0
 poor service no air conditioning only one dubious lift dirthy environment surley staff and very expensive,0
 excellent location very central to tourist attractions nice ambience very good restaurants next door the room was only 11sq m but each and every inch of it was put to good use ,1
 bed sheets had blood stains all over it and i left the room and was told i was not going to get a refund as i asked for and did not stay in the hotel,0
 breakfast was very good value for money the breakfast staff were excellent ,1
 the hotel is so old the paints are fading wall papers cracked furniture looks like 30 years old and the toilet doors could barely be closed ,0
 room and staff booked and paid for a 4 poster room didn t get a 4 poster room staff couldn t be bothered hotel tired and tatty room grubby with peeling paint and resident cobwebs no view out of the french doors ruined my entire weekend away really disappointed ,0
 location very close to london eye big ben etc ,1
 just by chance i hit upon a hotel with a history it appears to be a small hotel with an amazing story the lower floors have wonderful wood panelling and scultured wood over the doors and stained glass leaded windows the breakfast rooms have beautiful moulded ceilings however my single bedroom was ultra modern apparently edward 7th bought this house for his mistress lilly langtry and had a small theatre and bar installed which are very ornate and intimate the hotel is in an excellent position being near queensway tube station on the bayswater road and right opposite kensington gardens and about 6 minutes walk from the palace it took me 45 minutes to walk through the gardens and across hyde park passing the serpentine and rotten row to reach marble arch ,1
 great location even upgraded my room and offered free breakfast,1
 the reseptionist was very rude and ignorant they have minor capability of communicating properly with the customers there was a cockroach in our room one night and it was extremely disturbing we sensed that the hotel was very dirty for that reason and it was not possible to sleep with calm in the night because of this happening we had to kill the bug and throw it away they have also told us that the rooms are for 3 people but it wasnt true we were 3 and we had to stay in a room with 2 bed one night it was vey bad service as they have said they couldnt do anything because the room was too small to put an extra bed inside the reception and the manager even offered to put an extra bed without a frame just the mattress itself on the floor we told him that it is not possible and this suggestion is humiliating in the meantime ,0
 breakfast location underground restaurants pubs and shops are 5 min by walk ,1
 the hotel was situated exactly where we wanted so an ideal location we didn t use any facilities and it was just a base however the staff were really friendly and professional the hotel was clean ,1
 air con did not work when room was too hot they offered to open the window hot city fumes lovely alternative tired look and feel to the hotel ,0
 comfort in room poor service not worth the money ordered rolls royce to pick us up but the driver couldn t even meet us properly,0
 bad service toilet hand washer not drained warm not cool air condition charging for room service alot of basic things such as teeth brush not available,0
 perhaps the ambience of the front lounge could have been better but the staff was most helpful and obliging ,0
 i have stayed at this hotel a few times now and can never find any major faults with it it has great connections on the tube however is in walking distance to your main shopping areas and sight seeing staff are very friendly and go out of their way to ensure your stay is as you expect it to be the room was spacious and very comfy bed i will stay here again ,1
 the appearance of the reception is a fa ade that deceives the lack of investment in the rest of the hotel the staff are efficient and functional but are clearly not trained in attentive customer service and creating a great experience for every guest,0
 everything was fantastic perfect for going to o2 arena worth every penny ,1
 every time the toilet flushed there was a very loud noise that lasted for 5 mins and was very disturbing especially in the middle of the night when i told reception in the morning there was no interest and not even an apology very unhelpful ,0
 every thing,0
 arrogant staff,0
 first of all we were charged twice for our room booked once while booking second while check in plus you pay 100eur deposit when asked at reception the agent said we will refund your amount which never came through secondly extremely tiny rooms no appropriate place to even keep our luggage for two in a standard room so only fancy pictures don t buy it guys the overall staff of the hotel was rude and dumb especially if you are an international you are screwed because nobody cares to even speak english i know its france but how uneducated and unfriendly third and most common necessity is morning coffee no cafeteria in the hotel to have coffee which is a basic thing found even in the worst rated hotel note you are forced to pay for breakfast to have coffee or either order for room service well talking about it the room service was even more pathetic waited for the coffee like 1 hour and never came the staff especially at reception is highly unpleasant and arrogant overall stay at the hotel for a first visit to paris was highly discomforting and dissatisfying our perception of paris hotels was way different never recommending nor booking this hotel in future negative rating ,0
 pleasant stay great location,1
 staff are very polite and helpful gave us a free upgrade without asking which was nice pretty central and not to far on the tube for attractions like buckingham palace probably about 15 min train ride staff also gave us a late check out without charging us which we was made up with as we wasn t leaving london until 7pm overall good experience,1
 stained floors tiny bathroom poor paint job just looked tired ,0
 room nice and quiet bed really comfy staff friendly ideal location for visiting olympia horse show,1
 great staff comfortable quiet rooms breakfast upstairs was good ,1
 everything was perfect ,1
 moved to another sister hotel due to water leakage problem but driver dropped me at the wrong place room too small reserved for double bed but they gave me one small single bed ,0
 the rooms are very dirty and not well kept needs redecorating and plumbing looking at,0
 excellent breakfast location and staff,1
 the room was extremely shabby a renovation is really necessary 300 pounds paid is really too expensive for this one bedroom suite the elevator just carried 1 person 2 persons overweight ,0
 lifts were appalling massive queue and i ended up squashed in a loft with 9 men and i m a women that was bit awks mattress was really uncomfortable and room was way to hot parking to expensive aswell,0
 i travel to london regularly on business and am pretty relaxed about where i stay this was without doubt the worst hotel i ve ever stayed in i seriously considered moving but couldn t find an alternative on the day the room i was allocated was in a next door building not the actual hotel there wasn t actually standing height around the bed or in the bathroom because of the mezzanine and low ceiling above the mezzanine room the neighbours a private flat i m guessing were very noisy until 2am ,0
 cheap upgrade to studio room lovely staff view from the window ,1
 rooms are too small,0
 very smull rooms very bad rooms richtig schlecht,0
 terrible hotel horrible bed small and cramped bad mattress hot room and super tiny internet did not work well ,0
 fantastic hotel,1
 great staff ,1
 very friendly and efficient staff who always seem to know your name good location for our requirements ,1
 the staff were so friendly we ended up being upgraded for free the hotel was lovely and clean ,1
 5 minutes from paddington underground so getting around was easy,1
 no paper tissue in the room the metallic box was empty asked 2 times for it and they never filled it asked to meet the manager 3 times for a different reason but he would not go out and meet me in all my travelling experience i never incountered such a gross behavior from a hotel manager what manager refuses to meet his guest it is very desappointing ,0
 helpful polite staff spacious immaculate and clean premier executive room comfortable bed dinner in the artisan grill and buffet breakfast both excellent good wifi only a few minutes walk from hammersmith tube ,1
 the design is not as good as i think the furniture design interior design and light design is ok not matching with hotels of the same price the view is ok but facing the main street and has no privacy when sit outside ,0
 calling reception for door key card not working nobody picked the phone even after more than 5 minutes of ringing have to go down personally the new card also have trouble and work after 4 5 try the staff were also non cooperative by not providing extra bed as confirmed during booking have to argue a lot to get the same found another guest shouting on another reception staff ,0
 wonderful hotel great food perfect room it was a perfect vacation,1
 breakfast lovely as usual check in and out very smooth and hassle free ,1
 taking a 60 despot when checking in and paying an 5 50 for breakfast when we had already paid for breakfast ,0
 the noises from the street below makes you feel you are not having any time to relaxe,0
 lovely hotel great staff we have stayed here several times before i would not hesitate to recommend this hotel to anyone,1
 friendly staff nothing was too much problem quiet at night,1
 great views of 2 of london landmarks comfortable bed and spacious suite friendly and helpful staff definitely will stay again ,1
 the reception staff were rude our key cards did not seem to be working so we asked for help we were given another set and a patronising teach in on how to use them when these did not seem to work we asked the concierge who finally informed us that we should have been told that the door handle had to be pulled up not down due to safety reasons the reception staff had forgotten to tell us this ,0
 everything the room too small dirty carpet broken wardrobe not a 4 star hotel it should be a 2 star,0
 was given disability room when have no disability bathroom tap was loose and room was small,0
 location,1
 staff were not very friendly bed looked old pricey and patchy wifi,0
 room was dated and had no water on arrival staff appeared overstretched and the problem took a couple of hours to resolve pricey for the standard of room not what you expect from the raddisons group,0
 perfect location lots of grt restaurants nearby and staff can t do enough for you,1
 the friendly staff and bar and resturant nothing was to much trouble excellent all round we will be back ,1
 clean nice stuff good internet good location ,1
 being from australia we wanted a nineteenth century experience in a beautiful authentic olde world hotel it was all that the lily langtry theatre bar was outstandingly beautiful we had many gorgeous cocktails there amid the gilt and finery loved it although single rooms are small they are just enough and very comfortable the deep british bath was fabulous too ,1
 the location was just fab nice and quite and with just a short walk from the park and center also i appreciated that the internet access was for free and that it worked very well,1
 the hotel is not four star,0
 location to london eyes cleanses ,1
 the executive suite we were upgraded to at no extra cost was very spacious comfortable the staff were very helpful friendly ,1
 noise outside we were on level 5,0
 beds were extra comfy staff very friendly and helpful ,1
 service in the whole hotel was fantastic especially ucha and andrea in the peninsula restaurant friendly clean and luxurious hotel comfortable beds and amazing views of the river and canary wharf the sky bar on the 18th floor has stunning views across london everything you could think of and more for breakfast ,1
 air conditioning was none existent i had to wait two hours for room on arrival after check in time ,0
 staff were very rude at reception take money for nothing then take over a week to give back made a few requests that were ignored room cleaning woke us up at 7 am on both mornings shocking view of a brick wall when requested nice view not what you expect for 250 a night ,0
 uncomfortable beds depressing room arrangement colour scheme ,0
 breakfast didn t worth the money very expensive and poor service ,0
 too much noise on the upstairs room i couldn t sleep all night i wouldn t recommend this hotel to anyone ,0
 everything was great except the room is quite small for a couple very difficult to get around the bed the room was very clean and well attended to ,1
 location breakfast and service ,1
 i do not need to explain anymore it was a depressing poor venue,0
 great location good price ,1
 great room and fantastic staff ,1
 there was a wedding on and the noise level could be heard throughout the hotel small rooms windows didn t open had to get ice as hotel does not offer ideal in,0
 nothing really significant and worth mentioning just some minor points which u shared eith the team,0
 only 20min free wifi per day then you have to pay overheated rooms air con not working,0
 the room and surrounding rooms were i slept was no more than outbuildings in a back court yard as there was glass around the two walls i felt unsafe as it on a ground floor it felt stuffy and to say i payed 161 pounds i truly think it was not worth the money very disappointed that day there was no hot water when asked an explanation was given but not mentioned with an apology before hand almost as if one had not noticed the shower was cold ,0
 very confy bed great bar with lovely staff ,1
 rooms too small,0
 enjoyed stay will use again thanks,1
 every things bad old we buy for nothing two time they tack full amount from my card ,0
 stayed here with a mate for a night out in london clean and more spacious rooms than similar hotels i ve used in this area at a similar price point would use again ,1
 very friendly staff lovely hotel great location and views had prepaid so no need to check out at desk which was handy ,1
 best hotel we can ask for the location was absolutely amazing near everything the bad was so comfy pls note that the bath is without door that way i think the room is recommended for couples only we will be back for sure ,1
 definitely not a 4 star hotel triple room was super tiny not even a double room size we were really struggling not enough wardrobe space not enough plugs in the room third bed very umcomfortable facilities very basic toileteries including only shampoo and shower gel very bad quality not even shower cap or body lotion except for the reception ladies staff very rude definitely not reccomended being in london in the same area several times and there are definitely better real 4 stars ,0
 dirty loud expensive extremely slow service at one point i counted over 30 guests waiting to check in,0
 this could go on for some time this place it appears to be an old converted block of flats from around the 1800 s it has a seriously very narrow central spiral staircase with a lift that was installed at a very much later date and as so does not come to ground floor but appears halfway up a flight of stairs this is the same for all 5 floors elderly people or those with walking problems will find this either considerably difficult to deal with or even dangerous i am not joking to reach this lift i a 72 year old man had to carry my heavy luggage up to this lift on my own as no help was offered or given upon studying this further and reading the emergency escape instructions if the central stairway becomes blocked you are then instructed to remain in your rooms please note this instruction because there are no external fire escapes i suppose it s easier to remove bodies this way rather than cleaning up the outside pavements of those who attempted to jump to safety the rooms themselves are just about big enough to take a full size double bed which then leaves about 18 inches either way for you to get round the shower works quite well though and breakfast is just about passable for a cheap hotel of which this one is not i do not consider this place value for money nor do i recommend it to anyone else i am also writing to booking com to make a formal complaint with regard to their promoting this hotel as it is quite obvious no one appears to have checked this place before advertising it ,0
 nothing else,1
 very comfy bed perfect bathroom ideal room near centre of paris but still quiet and great transport links stunning views ,1
 rooms are too small you cannot have breakfast in the hotel because there are only 2 tables and there is no ac in the breakfast area i never go that hotel again ,0
 very comfortable and the partner package was really value for money,1
 24 hour reception,1
 no hot water for a few hours on a sunday at 9am not exactly what you want when wanting a shower no alternative facilities offered bar closed at 1am,0
 need an overhaul on your menu to cater for vegetarians basically the french are chicken hearted and have no idea of hospitality send your staff to intensive hospitality training courses in dubai ,0
 in the morning when i was supposed to arrive at the hotel i saw a payment on my card s statement toward the hotel for the whole amount of the 2 rooms i booked around 900 euros and not informed about that at the booking s moment once arrived they explained me that they had just freezed the money and that i would have been able to see them in 3 to 5 days and i therefor decided to pay with a different card now what is scandalous is that after 6 working days i still don t see the considerable amount on my card and calling the hotel i just got always the same answer you have to wait few more days well guess what this hotel got in one day 1800 euros for two rooms and i am still waiting to get back my 900 this can t and must not happen ,0
 it s a beautiful hotel or should i say will be when the renovation is finished ,1
 breakfast was amazing fresh and tasty service and food were good for the evening meal and effort was made to right the earlier problems,1
 staff were fantastic brought when bag up to my room the bedroom was beautiful small but just what e wanted the lobby was a beautiful old victorian style that i couldn t keep my eyes off of the hotel was close to restaurants and the tube and just steps for kensington gardens that are beautiful to walk through i would stay there again ,1
 that the rooms was not available at 5pm and they wouldnt allow me to cancel one day even if booing has already arranged it,0
 breakfast was very poor a french hotel and the croissant were packet not even fresh bottled water in the room only for the first day after that you have to pay 10 euro per bottle lifts broke down with people in them seriously not worth it maybe a couple of years ago it was a good hotel service was very poor ,0
 very inflexible on every small request check out time till i told them that i m a gold memeber and this is not really a favor i m asking for changing the dates of my stay though i proposed to pay penalty if needed or buy with higher rate i felt dealing more with an intransigent public administration than a leisure hotel ,0
 the room was not big enough and not adequate for two people there was no room to go around the bed so that i had to get over my partner to reach the bathroom the a c was down so that we have been sweating the whole night bathroom was extremely small there was no minibar i had to purchase 6 x mini bottles of water form reception not to die of thirst 1 3 of a liter each at the cost of gbp 7 5 the safe box was down as well overall a complete disaster i will not recommend the stay at this hotel to anyone i will never go there again ,0
 we stayed in the hotel because of it being in an ideal location for seeing a concert at the o2 area due to being located directly next door definitely recommend with the facilities available ,1
 the whole hotel had an awful smell when you walked in the mini lobby smells like vinegar the old carpets smell bad and our room smelled like puke mixed with baby wipe products the bed was supposed to be for 2 people but i think they measure them for midgets not normal average humans the washroom was so tight when you sit on the toilet you face a wall and your knees touch it the rooms are so tight to each other that you hear everything including the 2 hour sex sessions of your neighbours we also woke up to a fire alarm and people who close their doors next to us wake us up since the walls were paper thin and super close to one another definetly not a 4 star hotel but if you have no other choice in terms of money the area is safe because it s all rich families and old people ,0
 staff rude and food very expensive and i ordered halal and they didn t provide me with that,0
 excellent location 5 min walk to london eye well maintained n properly serviced property staff very helpful ,1
 this hotel was booked as it is advertised as having car parking facility only to arrive and find that the facility is not available and wont be available to guests until after september 2017 this is because they are having renovations done on the property and are concerned that there could been falling debris masonry onto parked cars although there is no restriction on pedestrians in the exact area when questioned are you not concerned about debris falling on people more than on a car that can be repaired there was little response clearly a major health and safety issue as parking was the key factor we did not stay and moved to an hotel across the road ,0
 can t open windows no smoking area very hot in vip small lounge not very good location no sauna or steam room or swimming pool no resturant no garden nothing like hilton at all rooms are not that much either hotel needs lots of improvement and changes value of money 0 ,0
 the bed was very uncomfortable and the road noise was unbearable breakfast was overpriced and average barely slept i will not come back ,0
 great location early check in beautiful rooms,1
 staff was very rude and unprofessional obviously they needed a lot of training the conseirge is the worst not only did he not offer to help but he asked me to move my bags to the storage room and then to the room when we checked in we requested an extra bed with the reservation and confirmed so with them 2 days before my travel when we arrived they informed us that there isn t any available and didn t even return my call when i requested for a solution never again to this hotel,0
 reception staff poor,0
 it wasn t mentioned that the room was a basement room and it was very different from the photographs on booking com the room was extremely dusty and we ended up constantly sneezing whilst in the room after we changed rooms we found the hairdryer not working it took a long time to deal with this in the evening the showers were weak in both rooms one day the keycard for our room stopped working and we had to get it changed overall too many problems ,0
 staff weren t helpful we paid a lot of money for our room and no information was given to us when checking in they told us no info about breakfast restaurants bars check out time etc very un pleasant at reception the guy just took our money and told us we have to pay 150 deposit on card and if we didn t have card we would have to pay 300 in cash makes no sense to have different amounts cash card we stayed from a friday to monday and we had to ring reception ourselves to find out why our room hadnt been cleaned in two days on the sunday it was awful,0
 staff very helpful good service luggage store available next to russell square tube station inc english breakfast but good cafe available in square opposite ,1
 everything,0
 helpfull staff and little extra touches like box of chocs and bottle of wine ,1
 lack of cleanliness shower tiles had mould basin didn t drain properly ,0
 the room was perfect staff were fantastic very helpful and couldn t do enough for us we forgot to lock our safe one day and nothing was touched would recommend this hotel to everybody,1
 bed really comfy lovely breakfast the sky bar has wonderful views ,1
 this is a hotel run by people who don t know what they are doing sorry but it was that bad the decor is garish and tacky the room a junior suite overlooked the side of the hotel with a glimpse of the river one way if you overlook a dump of building materials and over a builders merchants the other see pictures the first impression wasn t good why did i have to produce photo id when checking in apparently it is company policy the two huge massage chairs which greeted us outside then list on our floor had scrappy out of order signs on them why have them there the room layout was bizarre we had a junior suite so you enter a large hallway where the wardrobes are then turn a corner to find a huge bed occupying most of the space in the bedroom area to get past this and into the rear lounge area you had to contort yourself past the end of the bed whilst avoiding the eye level hazard of the television which was affixed to the wall we didn t bother to use the lounge as it was at the back of the suite with no windows and just a one hideous brocade sofa and a six seat dining table i think the room was design to be the other way round the lounge should have face the windows and the rear part should have been the bedroom presumably the current operators think that guests will prefer to have a view of the building site from the comfort of their bed whilst giving the occupants of the flats opposite an entertaining or otherwise view through straight on to the bed through the floor to ceiling window the bathrooms was huge the jacuzzi bath was good the shower was a complete joke loads of jets at every angle controlled by one tap which was impossible to regulate it was hilarious absolutely impossible to not completely soak the floor whilst trying to work out how to just take a shower the spa was a joke poky scruffy and crowded ,0
 the superior room was very comfortable the location of the hotel along fleet street was a comfortable walking distance to covent garden if you chose not to walk there are buses just outside the hotel that takes you to there or to trafalgar square ,1
 delightful smiling staff high standard of decoration and furnishings very welcoming and comfortable convenient location what s not to like ,1
 dirty amenities tiny room pictures are not equivalent to experience,0
 long story short girlfriend booked a room there was no ac window broken and cant be opened needed another room hotel said only twin rooms available but i checked online and there was a double so i had to book the double and pay for it so we are paying for 2 rooms because of the hotel this all seemed unethical and the heat in the room was frankly dangerous i moved on from this but was still annoyed but what felt like the unfair loss of 65 the next day we moved to another room that the hotel said was cooler and it was for a moment but again there was no ac and no window so the heat eventually stated to build up the cleaner barely cleaned the room when asked to and attempted to just flip over the dirty pillow cases instead of changing them asked for a fan 3 times before receiving one attempted to complain politely a number of times 1st manager said he could do nothing customer services said to contact booking com to attempt to get a refund as if booking com put us in a room where the heating was broken and stuck as 28 degrees and booking com could try and get a refund if the hotel is and i quote willing to cooperate last complaint was to an awful awful manager who essentially said i had to accept the fact that i spent a ridiculous amount of money on a second room that day as hard luck gave a half assed apology i ll admit to being rude myself but felt justified this isnt as detailed as i would like but in short i kept extending my stay here because the location is the most convenient for my work but this place is just awful and non of the prices justifiable for a 3 star hotel 7 for 24hour of internet on 1 device in 2017 what a joke sadly just not a funny one ,0
 unhelpful with booking process several phone calls to try and sort it out but had to solve problem myself in the end not very clean inclusive breakfast but only continental supplied had option to pay extra for cooked breakfast ,0
 a beautiful hotel with friendly staff and luxurious bed and plenty to do ,1
 we were told on arrival that we would have to go to another hotel as the boiler had broken down we were not amused as we had 2 small children with us we should have been contacted by reservations we made a fuss and were given a room which was ok when we came back in the evening there was a noise which when we asked staff to have a look at told us it was ventilation we would not have been able to sleep so they moved us to the hotel that we were asked to go to in the daytime ,0
 the room was great lovely bed i had a sofa as well as a nice big tv and lovely bathroom the spa was also good ,1
 very noisy,0
 lovely quiet hotel comfortable with friendly staff ,1
 location the room from inside and the interior of the htel,0
 breakfast bath hot water ,1
 dated hotel and poor interiors and bad room amenities l ,0
 useful things in the room iron ironing board microwave kettle a whole set of crockery for 4 hairdryer safe and fridge the most amazing view of the city especially at night fabulous breakfast,1
i stayed here for 2 nights. booked a double bed room. not very spacious room and the bathroom was not at all clean. worst thing is that bad smell from the bathroom was all over in the room which made our stay very unpleasant. staff were not that friendly. ,0
 first of all the apartments were basically student living and had nothing to do with luxury everything was outdated and the bathrooms were tiny and weren t cleaned properly a housekeeping member forced her way into my room and told us she needed to clean the room so that she can finish her shift early while i was sleeping the food is something shocking for a hotel to serve me a raw burger patty and think that it was acceptable actually its illegal in the united kingdom all i can say is you re better off staying at the rosewood hotel ,0
 everything is very good especially balcony with little table and chairs for breakfast good location,1
 i especially liked my room s well operating walk in non slip shower and bathroom an amenity not always found in other london hotels i also liked the comfortable bed the size of room the good elevators lifts and the proximity to earl s court tube buses cafes shops and atms ,1
 friendly reception and restaurant staff ,1
 genting group that own this hotel are dismissive of guest level of standard this is supposed to be 4 and would hardly pass as 2 run down and out dated decor poor facilities in the rooms unprofessional staff with minimal customer service ,0
 breakfast was lovely so much choice the view from our room was amazing very helpful and attentive staff would definitely come back again ,1
 location and price,1
 small rooms small bathrooms smashed bugs on the walls holes in the wall whole above window stuffed with paper towels poor housekeeping ,0
 the bedroom was far too small to be called a standard room the matress on this bed was very uncomfortable the small bathroom for a couple was hideously tiny in room 722 avoid constant ac throughout the day and night no controls to ever turn it off ,0
 the metro metropolatain only a minute from the hotel great staff friendly and helpful hotel has a great restaurant and there are 15 restaurants only one street away ,1
 eveything,0
 rooms tiny i have stayed there a few times but don t think i will go back wifi disconnects every 2 minutes lots of stairs no lift the rooms used to have a bar fridge but they don t now i complained the room lights were not all working still not working ,0
 this is a wonderful old hotel in a great location easy access to underground but also with walking distant to most attractions serge and bernard made our stay at the russell very special from the moment we arrived to our departure 3 days later they went out of their way to make our stay at the russell memorable ,1
 classic building friendly staff,1
 key cards repeatedly failed and had to be re issued four times basic simple facilities in the room not restocked properly quality of bathroom products very poor advice from reception limited only provided bottled water once when you arrive not replenished ever bathroom cleaning average,0
 excellent location and facilities,1
 hipster central and ridiculously overpriced,0
 bed was very comfy,1
 the staff were very helpful whenever i had problems including helping me contact my taxi firm reception was well staffed at all times when needed there were extra staff equipped with tablets to speed handling the room was spacious ,1
 carpets look really old and dirty hotel looks very old asked for smoking room and it seems the room was smoking and not me couldnt sleep from the smell ,0
 very comfortable bed and smart bathroom very helpful staff and good location ,1
 attitude of the staff,1
 the rooms and shower facilities were very small i am not a extra large person but i am not small either there was no room to do anything other than sidestep around the shower had enough room for an upright hoover and a mop and bucket ,0
 great position for us from st pancras and also for the theatres restaurants etc lovely lighting and staircase in the foyer,1
 the bedroom was very well appointed and the bathroom was excellent ,1
 it was way overpriced the room stank of bo when we got there ,0
 old rooms not clean at all ,0
 i booked a standard twin room and the hotel does have an offer to upgrade to the club room either 50 club lounge breakfast or 30 only breakfast i wanted to have a look at the standard room before i can decide if i need the upgrade to club room and the front desk was telling me they do not have the availability of the standard room and then later she asked the manager on duty 19 4 17 night and the manager said if i go to view the standard room and the offer will be lapsed of course this is a surprise to me that millennium gloucester road is having this policy and also running out of already booked room somehow later they show me a standard room now they have the room in the first floor near the road they said this is the last room usually hotel will not let 100 occupancy for emergency purposes where i did not have a good sleep and wake up every hour in the night they have one row of rooms in that area and if you stay in the hotel good luck bad management not friendly with not objective to make the guest stay feel like home i would recommend millennium copthorn tara instead as the practice in millennium gloucester road is ridiculous ,0
 refused to give us room service said they were busy and we would have to come down and get it ourselves hair dryer theirs blew up in my hand and gave me a 3rd degree burn on my wrist and turned it black concierge staff was very helpful with that front desk staff with exception of assistant manager was just plain rude carpet is a hazard and the train was extremely loud the place needs to be bulldozed ,0
 everything was unsatisfactory and incomplete the sockets werent working we asked for a king sized double bed and were given two single beds the room was so small that we couldn t even walk properly the refrigerator was empty and switched off highly disappointed had really high expectations from hilton but it was not worth the money or anything for that matter never visiting again would not give it more than two stars ,0
 service friendly staff excellent location ,1
 the 4 star rating is not deserved by this hotel the staff doesn t pay attention to the guests or does it as a great favor rather than their jobs your arrival at the hotel starts with you carrying your suitcases up the welcome stairs while the concierges and other staff attending the valet parking and desks my room had a window into the internal ventilation non garden with fans producing constant noise luckily i was staying in this hotel in september as i don t think it is survivable in summer due to lack of a c furniture and bathroom are weared off to the level of a 2 star motel oh and remember to take flip flops when you are going to the shower chances are the floor will have a nice big puddle when you finish ,0
 we liked the split level room,1
 reception staff excellent my partner and i were celebrating an anniversary and the reception put a fruit basket wine in the room and rose petals on the bed excellent service throughout our stay,1
